net.minecraft.GameVersion,net.minecraft.util.MinecraftVersion
net.minecraft.entity.passive.EntitySquid.AIMoveRandom,net.minecraft.entity.passive.SquidEntity.MoveRandomGoal
net.minecraft.entity.passive.EntityTameable,net.minecraft.entity.passive.TameableEntity
net.minecraft.entity.passive.EntityTraderLlama,net.minecraft.entity.passive.horse.TraderLlamaEntity
net.minecraft.entity.passive.EntityTraderLlama.AIFollowTrader,net.minecraft.entity.passive.horse.TraderLlamaEntity.FollowTraderGoal
net.minecraft.entity.passive.EntityTropicalFish,net.minecraft.entity.passive.fish.TropicalFishEntity
net.minecraft.entity.passive.EntityTropicalFish.GroupData,net.minecraft.entity.passive.fish.TropicalFishEntity.TropicalFishData
net.minecraft.entity.passive.EntityTurtle,net.minecraft.entity.passive.TurtleEntity
net.minecraft.entity.passive.EntityTurtle.AIGoHome,net.minecraft.entity.passive.TurtleEntity.GoHomeGoal
net.minecraft.entity.passive.EntityTurtle.AIGoToWater,net.minecraft.entity.passive.TurtleEntity.GoToWaterGoal
net.minecraft.entity.passive.EntityTurtle.AILayEgg,net.minecraft.entity.passive.TurtleEntity.LayEggGoal
net.minecraft.entity.passive.EntityTurtle.AIMate,net.minecraft.entity.passive.TurtleEntity.MateGoal
net.minecraft.entity.passive.EntityTurtle.AIPanic,net.minecraft.entity.passive.TurtleEntity.PanicGoal
net.minecraft.entity.passive.EntityTurtle.AIPlayerTempt,net.minecraft.entity.passive.TurtleEntity.PlayerTemptGoal
net.minecraft.entity.passive.EntityTurtle.AITravel,net.minecraft.entity.passive.TurtleEntity.TravelGoal
net.minecraft.entity.passive.EntityTurtle.AIWander,net.minecraft.entity.passive.TurtleEntity.WanderGoal
net.minecraft.entity.passive.EntityTurtle.MoveHelper,net.minecraft.entity.passive.TurtleEntity.MoveHelperController
net.minecraft.entity.passive.EntityTurtle.PathNavigater,net.minecraft.entity.passive.TurtleEntity.Navigator
net.minecraft.entity.passive.EntityVillager,net.minecraft.entity.merchant.villager.VillagerEntity
net.minecraft.entity.passive.EntityVillager.GolemStatus,net.minecraft.entity.merchant.villager.VillagerEntity.GolemStatus
net.minecraft.entity.passive.EntityWaterMob,net.minecraft.entity.passive.WaterMobEntity
net.minecraft.entity.passive.EntityWolf,net.minecraft.entity.passive.WolfEntity
net.minecraft.entity.passive.EntityWolf.AIAvoidEntity,net.minecraft.entity.passive.WolfEntity.AvoidEntityGoal
net.minecraft.entity.passive.EntityZombieHorse,net.minecraft.entity.passive.horse.ZombieHorseEntity
net.minecraft.entity.player.EntityPlayer,net.minecraft.entity.player.PlayerEntity
net.minecraft.entity.player.EntityPlayer.SleepResult,net.minecraft.entity.player.PlayerEntity.SleepResult
net.minecraft.entity.player.EntityPlayerMP,net.minecraft.entity.player.ServerPlayerEntity
net.minecraft.entity.player.EnumPlayerModelParts,net.minecraft.entity.player.PlayerModelPart
net.minecraft.entity.player.InventoryPlayer,net.minecraft.entity.player.PlayerInventory
net.minecraft.entity.player.PlayerCapabilities,net.minecraft.entity.player.PlayerAbilities
net.minecraft.entity.projectile.EntityArrow,net.minecraft.entity.projectile.AbstractArrowEntity
net.minecraft.entity.projectile.EntityArrow.PickupStatus,net.minecraft.entity.projectile.AbstractArrowEntity.PickupStatus
net.minecraft.entity.projectile.EntityDragonFireball,net.minecraft.entity.projectile.DragonFireballEntity
net.minecraft.entity.projectile.EntityEgg,net.minecraft.entity.projectile.EggEntity
net.minecraft.entity.projectile.EntityEvokerFangs,net.minecraft.entity.projectile.EvokerFangsEntity
net.minecraft.entity.projectile.EntityFireball,net.minecraft.entity.projectile.DamagingProjectileEntity
net.minecraft.entity.projectile.EntityFireballBase,net.minecraft.entity.projectile.AbstractFireballEntity
net.minecraft.entity.projectile.EntityFishHook,net.minecraft.entity.projectile.FishingBobberEntity
net.minecraft.entity.projectile.EntityFishHook.State,net.minecraft.entity.projectile.FishingBobberEntity.State
net.minecraft.entity.projectile.EntityLargeFireball,net.minecraft.entity.projectile.FireballEntity
net.minecraft.entity.projectile.EntityLlamaSpit,net.minecraft.entity.projectile.LlamaSpitEntity
net.minecraft.entity.projectile.EntityPotion,net.minecraft.entity.projectile.PotionEntity
net.minecraft.entity.projectile.EntityProjectileItem,net.minecraft.entity.projectile.ProjectileItemEntity
net.minecraft.entity.projectile.EntityShulkerBullet,net.minecraft.entity.projectile.ShulkerBulletEntity
net.minecraft.entity.projectile.EntitySmallFireball,net.minecraft.entity.projectile.SmallFireballEntity
net.minecraft.entity.projectile.EntitySnowball,net.minecraft.entity.projectile.SnowballEntity
net.minecraft.entity.projectile.EntitySpectralArrow,net.minecraft.entity.projectile.SpectralArrowEntity
net.minecraft.entity.projectile.EntityThrowable,net.minecraft.entity.projectile.ThrowableEntity
net.minecraft.entity.projectile.EntityTippedArrow,net.minecraft.entity.projectile.ArrowEntity
net.minecraft.entity.projectile.EntityTrident,net.minecraft.entity.projectile.TridentEntity
net.minecraft.entity.projectile.EntityWitherSkull,net.minecraft.entity.projectile.WitherSkullEntity
net.minecraft.entity.villager.AbstractVillagerEntity,net.minecraft.entity.merchant.villager.AbstractVillagerEntity
net.minecraft.entity.villager.EntityWanderingTrader,net.minecraft.entity.merchant.villager.WanderingTraderEntity
net.minecraft.entity.villager.EntityWanderingTrader.C_1241_a,net.minecraft.entity.merchant.villager.WanderingTraderEntity.MoveToGoal
net.minecraft.entity.villager.Raid,net.minecraft.world.raid.Raid
net.minecraft.entity.villager.RaidManager,net.minecraft.world.raid.RaidManager
net.minecraft.entity.villager.VillagerData,net.minecraft.entity.merchant.villager.VillagerData
net.minecraft.entity.villager.VillagerProfession,net.minecraft.entity.merchant.villager.VillagerProfession
net.minecraft.entity.villager.VillagerTrades,net.minecraft.entity.merchant.villager.VillagerTrades
net.minecraft.entity.villager.VillagerTrades.C_1230_c,net.minecraft.entity.merchant.villager.VillagerTrades.EmeraldForVillageTypeItemTrade
net.minecraft.entity.villager.VillagerTrades.C_1238_k,net.minecraft.entity.merchant.villager.VillagerTrades.EmeraldForMapTrade
net.minecraft.entity.villager.VillagerTrades.DyedArmorForEmeraldsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.DyedArmorForEmeraldsTrade
net.minecraft.entity.villager.VillagerTrades.EmeraldForItemsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.EmeraldForItemsTrade
net.minecraft.entity.villager.VillagerTrades.EnchantedBookForEmeraldsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.EnchantedBookForEmeraldsTrade
net.minecraft.entity.villager.VillagerTrades.EnchantedItemForEmeraldsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.EnchantedItemForEmeraldsTrade
net.minecraft.entity.villager.VillagerTrades.ITrade,net.minecraft.entity.merchant.villager.VillagerTrades.ITrade
net.minecraft.entity.villager.VillagerTrades.ItemWithPotionForEmeraldsAndItemsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.ItemWithPotionForEmeraldsAndItemsTrade
net.minecraft.entity.villager.VillagerTrades.ItemsForEmeraldsAndItemsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.ItemsForEmeraldsAndItemsTrade
net.minecraft.entity.villager.VillagerTrades.ItemsForEmeraldsTrade,net.minecraft.entity.merchant.villager.VillagerTrades.ItemsForEmeraldsTrade
net.minecraft.entity.villager.VillagerTrades.SuspiciousStewForEmeraldTrade,net.minecraft.entity.merchant.villager.VillagerTrades.SuspiciousStewForEmeraldTrade
net.minecraft.init.Biomes,net.minecraft.world.biome.Biomes
net.minecraft.init.Blocks,net.minecraft.block.Blocks
net.minecraft.init.Bootstrap,net.minecraft.util.registry.Bootstrap
net.minecraft.init.Enchantments,net.minecraft.enchantment.Enchantments
net.minecraft.init.Fluids,net.minecraft.fluid.Fluids
net.minecraft.init.Items,net.minecraft.item.Items
net.minecraft.init.MobEffects,net.minecraft.potion.Effects
net.minecraft.init.PotionTypes,net.minecraft.potion.Potions
net.minecraft.init.SoundEvents,net.minecraft.util.SoundEvents
net.minecraft.inventory.AbstractCraftingContainer,net.minecraft.inventory.container.AbstractFurnaceContainer
net.minecraft.inventory.ClickType,net.minecraft.inventory.container.ClickType
net.minecraft.inventory.Container,net.minecraft.inventory.container.Container
net.minecraft.inventory.ContainerBeacon,net.minecraft.inventory.container.BeaconContainer
net.minecraft.inventory.ContainerBeacon.BeaconSlot,net.minecraft.inventory.container.BeaconContainer.BeaconSlot
net.minecraft.inventory.ContainerBlastFurnace,net.minecraft.inventory.container.BlastFurnaceContainer
net.minecraft.inventory.ContainerBrewingStand,net.minecraft.inventory.container.BrewingStandContainer
net.minecraft.inventory.ContainerBrewingStand.Fuel,net.minecraft.inventory.container.BrewingStandContainer.FuelSlot
net.minecraft.inventory.ContainerBrewingStand.Ingredient,net.minecraft.inventory.container.BrewingStandContainer.IngredientSlot
net.minecraft.inventory.ContainerBrewingStand.Potion,net.minecraft.inventory.container.BrewingStandContainer.PotionSlot
net.minecraft.inventory.ContainerCartography,net.minecraft.inventory.container.CartographyContainer
net.minecraft.inventory.ContainerChest,net.minecraft.inventory.container.ChestContainer
net.minecraft.inventory.ContainerDispenser,net.minecraft.inventory.container.DispenserContainer
net.minecraft.inventory.ContainerEnchantment,net.minecraft.inventory.container.EnchantmentContainer
net.minecraft.inventory.ContainerFurnace,net.minecraft.inventory.container.FurnaceContainer
net.minecraft.inventory.ContainerGrindstone,net.minecraft.inventory.container.GrindstoneContainer
net.minecraft.inventory.ContainerHopper,net.minecraft.inventory.container.HopperContainer
net.minecraft.inventory.ContainerHorseInventory,net.minecraft.inventory.container.HorseInventoryContainer
net.minecraft.inventory.ContainerLectern,net.minecraft.inventory.container.LecternContainer
net.minecraft.inventory.ContainerLoom,net.minecraft.inventory.container.LoomContainer
net.minecraft.inventory.ContainerMerchant,net.minecraft.inventory.container.MerchantContainer
net.minecraft.inventory.ContainerPlayer,net.minecraft.inventory.container.PlayerContainer
net.minecraft.inventory.ContainerRecipeBook,net.minecraft.inventory.container.RecipeBookContainer
net.minecraft.inventory.ContainerRepair,net.minecraft.inventory.container.RepairContainer
net.minecraft.inventory.ContainerShulkerBox,net.minecraft.inventory.container.ShulkerBoxContainer
net.minecraft.inventory.ContainerSmoker,net.minecraft.inventory.container.SmokerContainer
net.minecraft.inventory.ContainerStonecutter,net.minecraft.inventory.container.StonecutterContainer
net.minecraft.inventory.ContainerWorkbench,net.minecraft.inventory.container.WorkbenchContainer
net.minecraft.inventory.EntityEquipmentSlot,net.minecraft.inventory.EquipmentSlotType
net.minecraft.inventory.EntityEquipmentSlot.Type,net.minecraft.inventory.EquipmentSlotType.Group
net.minecraft.inventory.IContainerListener,net.minecraft.inventory.container.IContainerListener
net.minecraft.inventory.InventoryBasic,net.minecraft.inventory.Inventory
net.minecraft.inventory.InventoryCraftResult,net.minecraft.inventory.CraftResultInventory
net.minecraft.inventory.InventoryCrafting,net.minecraft.inventory.CraftingInventory
net.minecraft.inventory.InventoryEnderChest,net.minecraft.inventory.EnderChestInventory
net.minecraft.inventory.InventoryLargeChest,net.minecraft.inventory.DoubleSidedInventory
net.minecraft.inventory.InventoryMerchant,net.minecraft.inventory.MerchantInventory
net.minecraft.inventory.MenuManager,net.minecraft.client.gui.ScreenManager
net.minecraft.inventory.MenuManager.IMenuFactory,net.minecraft.client.gui.ScreenManager.IScreenFactory
net.minecraft.inventory.MenuType,net.minecraft.inventory.container.ContainerType
net.minecraft.inventory.MenuType.Factory,net.minecraft.inventory.container.ContainerType.IFactory
net.minecraft.inventory.SidedInventoryProvider,net.minecraft.inventory.ISidedInventoryProvider
net.minecraft.inventory.Slot,net.minecraft.inventory.container.Slot
net.minecraft.inventory.SlotCrafting,net.minecraft.inventory.container.CraftingResultSlot
net.minecraft.inventory.SlotFurnaceFuel,net.minecraft.inventory.container.FurnaceFuelSlot
net.minecraft.inventory.SlotFurnaceOutput,net.minecraft.inventory.container.FurnaceResultSlot
net.minecraft.inventory.SlotMerchantResult,net.minecraft.inventory.container.MerchantResultSlot
net.minecraft.inventory.SlotShulkerBox,net.minecraft.inventory.container.ShulkerBoxSlot
net.minecraft.item.EnumAction,net.minecraft.item.UseAction
net.minecraft.item.EnumDyeColor,net.minecraft.item.DyeColor
net.minecraft.item.EnumRarity,net.minecraft.item.Rarity
net.minecraft.item.ItemAir,net.minecraft.item.AirItem
net.minecraft.item.ItemAppleGoldEnchanted,net.minecraft.item.EnchantedGoldenAppleItem
net.minecraft.item.ItemArmor,net.minecraft.item.ArmorItem
net.minecraft.item.ItemArmorDyeable,net.minecraft.item.IDyeableArmorItem
net.minecraft.item.ItemArmorDyeable_New,net.minecraft.item.DyeableArmorItem
net.minecraft.item.ItemArmorStand,net.minecraft.item.ArmorStandItem
net.minecraft.item.ItemArrow,net.minecraft.item.ArrowItem
net.minecraft.item.ItemAxe,net.minecraft.item.AxeItem
net.minecraft.item.ItemBanner,net.minecraft.item.BannerItem
net.minecraft.item.ItemBannerPattern,net.minecraft.item.BannerPatternItem
net.minecraft.item.ItemBed,net.minecraft.item.BedItem
net.minecraft.item.ItemBlock,net.minecraft.item.BlockItem
net.minecraft.item.ItemBlockNamed,net.minecraft.item.BlockNamedItem
net.minecraft.item.ItemBlockTall,net.minecraft.item.TallBlockItem
net.minecraft.item.ItemBoat,net.minecraft.item.BoatItem
net.minecraft.item.ItemBoneMeal,net.minecraft.item.BoneMealItem
net.minecraft.item.ItemBook,net.minecraft.item.BookItem
net.minecraft.item.ItemBow,net.minecraft.item.BowItem
net.minecraft.item.ItemBucket,net.minecraft.item.BucketItem
net.minecraft.item.ItemBucketFish,net.minecraft.item.FishBucketItem
net.minecraft.item.ItemBucketMilk,net.minecraft.item.MilkBucketItem
net.minecraft.item.ItemCarrotOnAStick,net.minecraft.item.CarrotOnAStickItem
net.minecraft.item.ItemChorusFruit,net.minecraft.item.ChorusFruitItem
net.minecraft.item.ItemClock,net.minecraft.item.ClockItem
net.minecraft.item.ItemCompass,net.minecraft.item.CompassItem
net.minecraft.item.ItemCrossbow,net.minecraft.item.CrossbowItem
net.minecraft.item.ItemDebugStick,net.minecraft.item.DebugStickItem
net.minecraft.item.ItemDye,net.minecraft.item.DyeItem
net.minecraft.item.ItemEgg,net.minecraft.item.EggItem
net.minecraft.item.ItemElytra,net.minecraft.item.ElytraItem
net.minecraft.item.ItemEmptyMap,net.minecraft.item.MapItem
net.minecraft.item.ItemEnchantedBook,net.minecraft.item.EnchantedBookItem
net.minecraft.item.ItemEndCrystal,net.minecraft.item.EnderCrystalItem
net.minecraft.item.ItemEnderEye,net.minecraft.item.EnderEyeItem
net.minecraft.item.ItemEnderPearl,net.minecraft.item.EnderPearlItem
net.minecraft.item.ItemExpBottle,net.minecraft.item.ExperienceBottleItem
net.minecraft.item.ItemFireCharge,net.minecraft.item.FireChargeItem
net.minecraft.item.ItemFireworkRocket,net.minecraft.item.FireworkRocketItem
net.minecraft.item.ItemFireworkRocket.Shape,net.minecraft.item.FireworkRocketItem.Shape
net.minecraft.item.ItemFireworkStar,net.minecraft.item.FireworkStarItem
net.minecraft.item.ItemFishingRod,net.minecraft.item.FishingRodItem
net.minecraft.item.ItemFlintAndSteel,net.minecraft.item.FlintAndSteelItem
net.minecraft.item.ItemGMOnly,net.minecraft.item.OperatorOnlyItem
net.minecraft.item.ItemGlassBottle,net.minecraft.item.GlassBottleItem
net.minecraft.item.ItemHangingEntity,net.minecraft.item.HangingEntityItem
net.minecraft.item.ItemHoe,net.minecraft.item.HoeItem
net.minecraft.item.ItemHorseArmor,net.minecraft.item.HorseArmorItem
net.minecraft.item.ItemHorseArmorDyeable,net.minecraft.item.DyeableHorseArmorItem
net.minecraft.item.ItemItemFrame,net.minecraft.item.ItemFrameItem
net.minecraft.item.ItemKnowledgeBook,net.minecraft.item.KnowledgeBookItem
net.minecraft.item.ItemLead,net.minecraft.item.LeadItem
net.minecraft.item.ItemLilyPad,net.minecraft.item.LilyPadItem
net.minecraft.item.ItemLingeringPotion,net.minecraft.item.LingeringPotionItem
net.minecraft.item.ItemMap,net.minecraft.item.FilledMapItem
net.minecraft.item.ItemMapBase,net.minecraft.item.AbstractMapItem
net.minecraft.item.ItemMinecart,net.minecraft.item.MinecartItem
net.minecraft.item.ItemNameTag,net.minecraft.item.NameTagItem
net.minecraft.item.ItemPickaxe,net.minecraft.item.PickaxeItem
net.minecraft.item.ItemPotion,net.minecraft.item.PotionItem
net.minecraft.item.ItemRecord,net.minecraft.item.MusicDiscItem
net.minecraft.item.ItemSaddle,net.minecraft.item.SaddleItem
net.minecraft.item.ItemShears,net.minecraft.item.ShearsItem
net.minecraft.item.ItemShield,net.minecraft.item.ShieldItem
net.minecraft.item.ItemShootable,net.minecraft.item.ShootableItem
net.minecraft.item.ItemSign,net.minecraft.item.SignItem
net.minecraft.item.ItemSimpleFoiled,net.minecraft.item.SimpleFoiledItem
net.minecraft.item.ItemSkull,net.minecraft.item.SkullItem
net.minecraft.item.ItemSnowball,net.minecraft.item.SnowballItem
net.minecraft.item.ItemSoup,net.minecraft.item.SoupItem
net.minecraft.item.ItemSpade,net.minecraft.item.ShovelItem
net.minecraft.item.ItemSpawnEgg,net.minecraft.item.SpawnEggItem
net.minecraft.item.ItemSpectralArrow,net.minecraft.item.SpectralArrowItem
net.minecraft.item.ItemSplashPotion,net.minecraft.item.SplashPotionItem
net.minecraft.item.ItemSuspiciousStew,net.minecraft.item.SuspiciousStewItem
net.minecraft.item.ItemSword,net.minecraft.item.SwordItem
net.minecraft.item.ItemTiered,net.minecraft.item.TieredItem
net.minecraft.item.ItemTippedArrow,net.minecraft.item.TippedArrowItem
net.minecraft.item.ItemTool,net.minecraft.item.ToolItem
net.minecraft.item.ItemTrident,net.minecraft.item.TridentItem
net.minecraft.item.ItemWallOrFloor,net.minecraft.item.WallOrFloorItem
